"","L4","Vip","Lamp5","L5 NP","Sst","L5 IT","Oligo","L6 PT","L6 IT","Sncg","Pvalb","L2/3 IT","Astro","L5 PT","L6b","Endo","Peri","Meis2","Macrophage","CR","VLMC","SMC"
"1065",0.143150814541514,0,0,0,0,0.212208408222339,0,0,0,0,0.189690366583026,0,0.126406141085399,0,0,0,0,0,0,0,0,0
"1066",0,0,0,0,0,0.213945265472681,0,0,0,0,0.293424824990763,0,0,0,0,0.163096376294751,0,0,0,0,0,0
"1067",0,0.187463727216299,0.125725259254518,0,0,0,0,0.228175101466069,0,0,0,0.143880171381105,0,0,0,0,0,0,0,0,0,0
"1068",0,0.152885241852678,0,0,0,0,0,0.132161954885839,0.125642084925424,0,0,0.222914941673013,0,0,0,0,0,0,0,0,0,0
"1069",0.189630243390291,0,0,0,0,0,0,0.125596334194244,0,0,0,0.231831829885807,0,0,0,0,0,0,0,0,0.125615244414844,0
"1070",0,0,0,0.20608731329441,0,0,0,0,0,0,0,0.3791256487834,0,0,0,0,0.132364626067075,0,0,0,0,0
"1071",0,0,0.557474156864503,0,0,0,0,0.184339371161084,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1073",0.160377051940655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127235292837625,0,0,0.294906990889804
"1105",0,0.364666858041415,0,0,0,0.220512251803406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139595792475667,0,0
"1107",0,0,0,0.180901752948928,0.139074389151864,0,0.142966995222108,0,0,0,0,0,0.126240816406379,0,0,0,0,0,0,0,0,0
"1108",0.166436333609588,0,0,0,0.154005484395866,0.228510679849524,0,0,0,0,0,0.126226408484517,0,0,0,0,0,0,0,0,0,0
"1109",0,0,0,0,0,0,0.215968454332599,0,0,0,0,0.469213167478563,0,0,0,0,0,0,0,0,0,0
"1110",0,0,0.20143410908624,0,0,0.125499202843858,0,0,0.150484600437896,0,0,0,0,0.126629588165606,0,0,0,0,0,0,0,0
"1111",0,0,0,0,0,0.236103725469543,0,0,0.20211741902698,0,0,0.144420874279228,0.12687834950716,0,0,0,0,0,0,0,0,0
"1112",0,0,0.209329608466584,0,0,0,0,0.127040240645808,0,0.128287469362245,0.143149572175017,0,0,0,0,0,0,0,0,0,0,0
"1113",0.144241247497375,0,0,0,0,0,0,0,0,0,0.183511056924054,0.37352131427512,0,0,0,0,0,0,0,0,0,0
"1114",0,0,0,0,0,0.165540519447481,0,0.142335253746739,0,0,0,0.349936594450212,0,0,0,0,0,0,0,0,0,0
"1116",0,0,0,0,0.162563432407283,0,0,0,0,0,0,0.506019048857999,0,0,0,0,0,0,0,0,0,0
"1117",0.143880171381105,0,0,0,0,0,0,0,0,0,0.219733426946241,0.21363081337829,0,0,0,0,0,0,0.126075975141057,0,0,0
"1118",0.169802228540996,0,0,0,0,0,0,0,0.127185840677105,0,0,0.212645833096858,0,0,0,0,0,0,0,0,0.129459775666738,0
"1142",0,0,0,0,0,0,0,0,0.141998600138958,0,0,0.361587670992792,0,0,0,0,0,0,0,0,0.129007437526785,0
"1143",0,0,0,0,0,0,0,0,0,0,0,0.253311816690026,0,0.218228046082251,0,0,0,0,0.139979866697664,0,0,0
"1144",0,0,0,0,0,0.125426040777376,0,0.125632889154053,0.187142599075367,0,0,0.210577194519668,0,0,0,0,0,0,0,0,0,0
"1145",0,0,0,0,0,0,0,0.353352065206741,0,0,0,0.258838574531123,0,0,0,0,0,0,0,0,0,0
"1146",0,0.149766466610568,0,0,0,0,0,0,0,0,0,0.332106204910917,0,0.20293156734143,0,0,0,0,0,0,0,0
"1147",0,0,0,0,0,0.125925133151917,0,0,0.205780301033512,0,0,0.369827384175979,0,0,0,0,0,0,0,0,0,0
"1148",0,0.152251893359012,0,0.201887704150379,0.125024057612052,0,0,0,0.132489419627494,0,0,0,0,0,0,0,0,0,0,0,0,0
"1149",0,0,0,0,0,0,0.126992645305877,0,0.162675059926076,0,0,0.125334913535716,0,0.202415690784624,0,0,0,0,0,0,0,0
"1150",0,0,0,0,0,0,0,0.376397013680724,0.125713890924968,0,0,0,0,0,0,0,0,0,0,0.144278577420271,0,0
"1151",0,0.125867262886198,0,0,0.146528373033935,0,0,0.167518973977322,0.203278355364807,0,0,0,0,0,0,0,0,0,0,0,0,0
"1152",0,0,0,0,0,0,0,0,0.199713191733404,0,0,0.506296351737884,0,0,0,0,0,0,0,0,0,0
"1153",0,0,0.178024858752059,0.126629588165606,0,0.196747406065085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125285475926063
"1176",0,0,0,0,0,0.166214912164085,0,0,0.375469359770429,0,0,0,0,0,0,0,0,0,0,0,0,0.129238312671237
