"","L4","Vip","Lamp5","L5 NP","Sst","L5 IT","Oligo","L6 PT","L6 IT","Sncg","Pvalb","L2/3 IT","Astro","L5 PT","L6b","Endo","Peri","Meis2","Macrophage","CR","VLMC","SMC"
"927",0,0,0.234941352875,0,0,0,0,0,0,0,0,0.126761961142224,0,0.182898928752095,0,0,0,0,0,0,0.129323772041377,0
"928",0,0,0.626065029101766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176541661285653,0,0
"950",0,0,0.225800959675,0,0,0.144420874279228,0,0,0,0,0,0.222597972934481,0,0.126908798444361,0,0,0,0,0,0,0,0
"951",0,0,0,0.183740379575,0,0,0,0,0,0,0,0.355759064155831,0,0,0,0,0,0,0,0,0.126910299117872,0
"952",0,0,0,0,0,0,0,0.1391550605,0,0,0,0.439246153318133,0,0,0,0.130268133737835,0,0,0,0,0,0
"954",0,0,0.125600791292741,0,0,0.342527269376985,0,0,0,0,0,0.1794694084875,0,0,0,0,0,0,0,0,0,0
"955",0,0,0,0.1380605867,0,0,0.13119340078825,0.211148595727595,0,0,0,0.125561211632403,0,0,0,0,0,0,0,0,0,0
"956",0,0,0,0.126061054565854,0,0,0,0.211120123574459,0,0,0,0.30685196740273,0,0,0,0,0,0,0,0,0,0
"957",0,0,0.241345077725,0,0,0.144241247497375,0,0.201497881482794,0.125590099762078,0,0,0,0,0,0,0,0,0,0,0,0,0
"958",0.166874227333775,0,0,0,0,0,0,0,0,0,0,0.326676847592757,0,0.2175252790375,0,0,0,0,0,0,0,0
"959",0,0,0,0,0,0,0,0.1540310978125,0,0,0,0.477300339397124,0,0,0,0,0,0,0,0,0,0
"960",0,0,0.2259906285875,0.127666621810478,0.179696266730081,0,0.131944795864044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"961",0,0,0.24999993945,0,0.270415888207175,0,0,0,0,0,0,0.193730012730095,0,0,0,0,0,0,0,0,0,0
"962",0,0,0.22090129765,0.165034431162131,0,0,0.126263141758485,0,0,0,0,0,0.125596334194244,0,0,0,0,0,0,0,0,0
